타임스탬프,이메일 주소,1. 본인의 성명을 입력해주십시오.,2. 본인의 학번을 입력해 주십시오,3. 본인의 학년 또는 지위를 선택해 주십시오.,4. 1지망~3지망 지정좌석을 각각 선택해 주십시오. [1지망],4. 1지망~3지망 지정좌석을 각각 선택해 주십시오. [2지망],4. 1지망~3지망 지정좌석을 각각 선택해 주십시오. [3지망]
1/8/2001 12:00,246ubfw7o3@snu.ac.kr,갈매기,1111-11474,3학년,15동 404호(칸막이),역사관(평상),국산(칸막이)
1/9/2001 12:00,zsr3a6norn@snu.ac.kr,갈무리,1111-11475,1학년,국산(칸막이),법오 골방(칸막이),법오 큰방(칸막이)
1/10/2001 12:00,ygjzn7hbbh@snu.ac.kr,감자깡,1111-11476,1학년,법오 큰방(칸막이),15동 401호(칸막이),15동 404호(칸막이)
1/11/2001 12:00,qv7r5bxskk@snu.ac.kr,감자탕,1111-11477,2학년,15동 401호(칸막이),법오 큰방(칸막이),법오 큰방(평상)
1/12/2001 12:00,tg2175rznq@snu.ac.kr,갑돌이,1111-11478,1학년,15동 404호(칸막이),역사관(평상),법오 골방(칸막이)
1/13/2001 12:00,yqidqc4rci@snu.ac.kr,강아지,1111-11479,1학년,법오 큰방(칸막이),법오 작은방(평상),법오 큰방(평상)
1/14/2001 12:00,o2u2fuckd2@snu.ac.kr,강원도,1111-11480,3학년,법오 큰방(평상),법오 큰방(평상),15동 401호(칸막이)
1/15/2001 12:00,yocg87dm5y@snu.ac.kr,개공식,1111-11481,1학년,법오 큰방(칸막이),법오 골방(칸막이),법오 작은방(평상)
1/16/2001 12:00,gjjacnvfid@snu.ac.kr,개교식,1111-11482,3학년,법오 골방(칸막이),법오 작은방(평상),역사관(평상)
1/17/2001 12:00,ume52vtgbc@snu.ac.kr,개구리,1111-11483,2학년,법오 큰방(평상),법오 작은방(평상),법오 골방(칸막이)
1/18/2001 12:00,nwpv6s4nud@snu.ac.kr,개기식,1111-11484,2학년,법오 작은방(평상),국산(칸막이),15동 401호(칸막이)
1/19/2001 12:00,pbh1953svi@snu.ac.kr,개나리,1111-11485,2학년,법오 큰방(평상),법오 골방(칸막이),법오 큰방(칸막이)
1/20/2001 12:00,hr03q9wlw7@snu.ac.kr,개막식,1111-11486,2학년,법오 큰방(평상),법오 큰방(평상),법오 작은방(평상)
1/21/2001 12:00,zdo4xrpmml@snu.ac.kr,개선문,1111-11487,1학년,15동 401호(칸막이),법오 골방(칸막이),법오 골방(칸막이)
1/22/2001 12:00,i9eiso3s9t@snu.ac.kr,개업식,1111-11488,1학년,역사관(평상),법오 큰방(평상),법오 큰방(평상)
1/23/2001 12:00,354cx6imbp@snu.ac.kr,개통식,1111-11489,1학년,역사관(평상),법오 큰방(평상),법오 골방(칸막이)
1/24/2001 12:00,zabvxpyiwr@snu.ac.kr,개폭딜,1111-11490,1학년,법오 큰방(평상),국산(칸막이),법오 작은방(평상)
1/25/2001 12:00,cw9phyf3ke@snu.ac.kr,개학식,1111-11491,2학년,법오 작은방(평상),법오 큰방(칸막이),법오 큰방(평상)
1/26/2001 12:00,3czu114ll5@snu.ac.kr,개항식,1111-11492,2학년,국산(칸막이),법오 골방(칸막이),역사관(평상)
1/27/2001 12:00,p499vf8liw@snu.ac.kr,개회식,1111-11493,1학년,15동 401호(칸막이),15동 404호(칸막이),15동 401호(칸막이)
1/28/2001 12:00,dgrt9bellx@snu.ac.kr,객관성,1111-11494,1학년,법오 작은방(평상),법오 큰방(칸막이),역사관(평상)
1/29/2001 12:00,u8r9r44395@snu.ac.kr,갤럭시,1111-11495,2학년,15동 401호(칸막이),국산(칸막이),국산(칸막이)
1/30/2001 12:00,gwvcfq9xjw@snu.ac.kr,거북이,1111-11496,3학년,15동 401호(평상),15동 404호(칸막이),국산(칸막이)
1/31/2001 12:00,0hrdzpft4i@snu.ac.kr,거짓말,1111-11497,3학년,법오 작은방(평상),국산(칸막이),법오 골방(칸막이)
2/1/2001 12:00,fo79dt2c9q@snu.ac.kr,검딱지,1111-11498,3학년,법오 골방(칸막이),15동 401호(칸막이),법오 큰방(평상)
2/2/2001 12:00,8qnjnfg3sp@snu.ac.kr,검은깨,1111-11499,1학년,국산(칸막이),15동 401호(칸막이),법오 골방(칸막이)
2/3/2001 12:00,btqttiwkzq@snu.ac.kr,게보린,1111-11500,3학년,법오 작은방(평상),역사관(평상),15동 404호(칸막이)
2/4/2001 12:00,4bluvms046@snu.ac.kr,격투기,1111-11501,1학년,법오 큰방(칸막이),법오 골방(칸막이),법오 골방(칸막이)
2/5/2001 12:00,b7rk727xe1@snu.ac.kr,경외심,1111-11502,1학년,15동 401호(칸막이),법오 골방(칸막이),15동 404호(칸막이)
2/6/2001 12:00,6nxu0z1e5n@snu.ac.kr,계웅삼,1111-11503,1학년,역사관(평상),법오 골방(칸막이),15동 404호(칸막이)
2/7/2001 12:00,l798c10oal@snu.ac.kr,고감도,1111-11504,1학년,15동 404호(칸막이),국산(칸막이),법오 골방(칸막이)
2/8/2001 12:00,88gu6lswti@snu.ac.kr,고구려,1111-11505,2학년,국산(칸막이),법오 작은방(평상),법오 큰방(칸막이)
2/9/2001 12:00,lvwvn4kwjq@snu.ac.kr,고구마,1111-11506,2학년,법오 골방(칸막이),15동 404호(칸막이),국산(칸막이)
2/10/2001 12:00,gkjop974qc@snu.ac.kr,고로쇠,1111-11507,1학년,15동 404호(칸막이),법오 작은방(평상),역사관(평상)
2/11/2001 12:00,0eho3pugh5@snu.ac.kr,고무줄,1111-11508,1학년,국산(칸막이),법오 골방(칸막이),법오 큰방(평상)
2/12/2001 12:00,a9b4pxzj8m@snu.ac.kr,고블린,1111-11509,3학년,국산(칸막이),국산(칸막이),법오 큰방(평상)
2/13/2001 12:00,jgx4y0c5y1@snu.ac.kr,고사리,1111-11510,1학년,법오 작은방(평상),15동 404호(칸막이),15동 401호(칸막이)
2/14/2001 12:00,ejeh6xe4e7@snu.ac.kr,고스트,1111-11511,2학년,법오 작은방(평상),국산(칸막이),법오 큰방(평상)
2/15/2001 12:00,7cjaslmx4q@snu.ac.kr,고양이,1111-11512,1학년,법오 작은방(평상),법오 큰방(평상),법오 큰방(칸막이)
2/16/2001 12:00,78bm9hg5ve@snu.ac.kr,고전적,1111-11513,1학년,법오 작은방(평상),15동 401호(칸막이),15동 401호(칸막이)
2/17/2001 12:00,gikcyls5iw@snu.ac.kr,고추장,1111-11514,1학년,법오 큰방(칸막이),법오 큰방(칸막이),15동 401호(칸막이)
2/18/2001 12:00,zfi8hsu67c@snu.ac.kr,고혹자,1111-11515,1학년,역사관(평상),국산(칸막이),법오 큰방(칸막이)
2/19/2001 12:00,i869xb6r0b@snu.ac.kr,골드런,1111-11516,1학년,법오 큰방(칸막이),법오 골방(칸막이),15동 404호(칸막이)
2/20/2001 12:00,3299xvb4kf@snu.ac.kr,골짜기,1111-11517,1학년,법오 큰방(칸막이),15동 401호(칸막이),15동 401호(칸막이)
2/21/2001 12:00,hq5lrvguq6@snu.ac.kr,곰도리,1111-11518,1학년,법오 큰방(칸막이),법오 큰방(평상),역사관(평상)
2/22/2001 12:00,jjtidjd5yo@snu.ac.kr,곰돌이,1111-11519,1학년,법오 큰방(칸막이),법오 골방(칸막이),법오 작은방(평상)
2/23/2001 12:00,vctuxrott4@snu.ac.kr,곰탱이,1111-11520,1학년,법오 골방(칸막이),법오 골방(칸막이),법오 큰방(평상)
2/24/2001 12:00,nuxz01rad9@snu.ac.kr,공간적,1111-11521,3학년,역사관(평상),15동 401호(칸막이),국산(칸막이)
2/25/2001 12:00,kjtmszp4vh@snu.ac.kr,공격대,1111-11522,1학년,국산(칸막이),법오 골방(칸막이),15동 401호(칸막이)
2/26/2001 12:00,q4dj1aa4qw@snu.ac.kr,공격력,1111-11523,3학년,국산(칸막이),법오 골방(칸막이),15동 404호(칸막이)
2/27/2001 12:00,7p8tcql763@snu.ac.kr,공무원,1111-11524,2학년,역사관(평상),15동 404호(칸막이),법오 큰방(평상)
2/28/2001 12:00,davfofh83a@snu.ac.kr,공업가,1111-11525,1학년,15동 401호(칸막이),법오 큰방(칸막이),국산(칸막이)
3/1/2001 12:00,5bb37k3tlj@snu.ac.kr,과수원,1111-11526,1학년,역사관(평상),법오 작은방(평상),법오 큰방(칸막이)
3/2/2001 12:00,l0arxcfscb@snu.ac.kr,구구단,1111-11527,1학년,법오 큰방(평상),법오 골방(칸막이),법오 골방(칸막이)
3/3/2001 12:00,eshnld1ls9@snu.ac.kr,구궁도,1111-11528,1학년,역사관(평상),15동 401호(칸막이),역사관(평상)
3/4/2001 12:00,u7fro6s5lb@snu.ac.kr,구렁이,1111-11529,1학년,법오 골방(칸막이),법오 작은방(평상),역사관(평상)
3/5/2001 12:00,87c5m96gnn@snu.ac.kr,구마적,1111-11530,1학년,법오 작은방(평상),법오 큰방(칸막이),법오 큰방(평상)
3/6/2001 12:00,yc8iomrgea@snu.ac.kr,구미호,1111-11531,3학년,법오 큰방(칸막이),법오 작은방(평상),법오 큰방(칸막이)
3/7/2001 12:00,7tdymm62ku@snu.ac.kr,구심점,1111-11532,3학년,법오 골방(칸막이),15동 401호(칸막이),법오 작은방(평상)
3/8/2001 12:00,33ohnf5ukc@snu.ac.kr,구체적,1111-11533,1학년,역사관(평상),법오 큰방(평상),15동 401호(칸막이)
3/9/2001 12:00,gl3nb403ln@snu.ac.kr,국사책,1111-11534,1학년,15동 404호(칸막이),법오 큰방(평상),법오 작은방(평상)
3/10/2001 12:00,4rl2zwv5ds@snu.ac.kr,국화꽃,1111-11535,1학년,법오 큰방(칸막이),15동 404호(칸막이),역사관(평상)
3/11/2001 12:00,f81qx44fgy@snu.ac.kr,굿모닝,1111-11536,1학년,15동 401호(칸막이),역사관(평상),법오 큰방(평상)
3/12/2001 12:00,en3slw6jmv@snu.ac.kr,귀공자,1111-11537,2학년,법오 작은방(평상),15동 401호(칸막이),역사관(평상)
3/13/2001 12:00,uxac1ifutr@snu.ac.kr,귀족적,1111-11538,3학년,15동 401호(평상),역사관(평상),법오 골방(칸막이)
3/14/2001 12:00,v1tlmb5b2z@snu.ac.kr,그레이,1111-11539,1학년,15동 404호(칸막이),역사관(평상),법오 골방(칸막이)
3/15/2001 12:00,xgs6zzsjpd@snu.ac.kr,그린비,1111-11540,2학년,법오 큰방(평상),법오 큰방(칸막이),국산(칸막이)
3/16/2001 12:00,4vgiyqickt@snu.ac.kr,그오빠,1111-11541,2학년,15동 401호(평상),15동 404호(칸막이),법오 큰방(칸막이)
3/17/2001 12:00,ea41ezu2e3@snu.ac.kr,극장판,1111-11542,2학년,15동 401호(칸막이),법오 작은방(평상),역사관(평상)
3/18/2001 12:00,8s8tois1lv@snu.ac.kr,글러브,1111-11543,1학년,법오 큰방(칸막이),15동 401호(칸막이),15동 401호(칸막이)
3/19/2001 12:00,7t8h24lzzt@snu.ac.kr,글로리,1111-11544,2학년,법오 큰방(칸막이),15동 404호(칸막이),법오 골방(칸막이)
3/20/2001 12:00,u4crmvk7gv@snu.ac.kr,글로벌,1111-11545,2학년,법오 골방(칸막이),국산(칸막이),15동 404호(칸막이)
3/21/2001 12:00,zvbgyo0ecc@snu.ac.kr,금도끼,1111-11546,1학년,법오 작은방(평상),법오 큰방(칸막이),국산(칸막이)
3/22/2001 12:00,5z48uqfp3f@snu.ac.kr,금메달,1111-11547,2학년,법오 골방(칸막이),15동 401호(칸막이),국산(칸막이)
3/23/2001 12:00,ka7uyug1rc@snu.ac.kr,금붕어,1111-11548,1학년,15동 401호(칸막이),법오 골방(칸막이),법오 큰방(칸막이)
3/24/2001 12:00,goqr8sqaqk@snu.ac.kr,금요일,1111-11549,1학년,법오 큰방(평상),법오 골방(칸막이),법오 큰방(칸막이)
3/25/2001 12:00,i1b3hbxu2o@snu.ac.kr,긍정적,1111-11550,1학년,역사관(평상),법오 큰방(칸막이),국산(칸막이)
3/26/2001 12:00,xfl3s2vb1m@snu.ac.kr,기념적,1111-11551,1학년,법오 큰방(평상),법오 큰방(평상),15동 404호(칸막이)
3/27/2001 12:00,5hd5uooe63@snu.ac.kr,기능적,1111-11552,2학년,국산(칸막이),15동 401호(칸막이),국산(칸막이)
3/28/2001 12:00,l2onpjzfb9@snu.ac.kr,기댓값,1111-11553,2학년,15동 401호(칸막이),15동 401호(칸막이),국산(칸막이)
3/29/2001 12:00,n6vlheolcu@snu.ac.kr,기사단,1111-11554,1학년,법오 큰방(평상),법오 작은방(평상),역사관(평상)
3/30/2001 12:00,m0nvgwpct1@snu.ac.kr,기상청,1111-11555,1학년,15동 401호(칸막이),법오 큰방(칸막이),15동 401호(칸막이)
3/31/2001 12:00,hztu9x2u6x@snu.ac.kr,기저막,1111-11556,1학년,15동 401호(칸막이),법오 작은방(평상),15동 401호(칸막이)
4/1/2001 12:00,4hnaguhco9@snu.ac.kr,김유신,1111-11557,2학년,15동 404호(칸막이),법오 골방(칸막이),법오 큰방(칸막이)
4/2/2001 12:00,cc8jwfnx9w@snu.ac.kr,김칫국,1111-11558,3학년,15동 401호(칸막이),법오 골방(칸막이),국산(칸막이)
4/3/2001 12:00,p2qkiv4awr@snu.ac.kr,까꿍이,1111-11559,1학년,법오 큰방(평상),법오 큰방(평상),법오 큰방(칸막이)
4/4/2001 12:00,boyif3qg7d@snu.ac.kr,까마귀,1111-11560,1학년,법오 작은방(평상),15동 401호(칸막이),법오 작은방(평상)
